"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"194","O60237","15cm vs 50cm",-0.0855669155784186,0.101711673044733,-0.841269374664457,1,0.55474584002901,0.659846434982314,NA,0.2,0
"195","O60271","15cm vs 50cm",0.201950398988793,0.213163914434631,0.94739486992637,2,0.443436102368429,0.576821276996376,NA,0.2,0.2
"196","O60271; Q9UPT6","15cm vs 50cm",-1.30088071166138,0.156522291974323,-8.31115296902752,1,0.0762317911694772,0.240960127704908,NA,0.2,0
"197","O60313","15cm vs 50cm",-0.126425365414917,0.0949376046240817,-1.33166795091908,2,0.314459676635415,0.466267796390443,NA,0.309090909090909,0.309090909090909
"198","O60361; P22392","15cm vs 50cm",-1.06159509375134,0.335694168356577,-3.16238765465745,1,0.194975863364646,0.35519583741649,NA,0.2,0
"199","O60437","15cm vs 50cm",-0.275839325218949,0.170169054663077,-1.62097230759783,2,0.246470987604828,0.405857934068932,NA,0.247272727272727,0.247272727272727
"200","O60443","15cm vs 50cm",0.741468023198104,0.993957894655487,0.74597528445116,2,0.533444500188456,0.646061784690001,NA,0.2,0.2
"201","O60488","15cm vs 50cm",0.503929971315022,0.0624536572551375,8.06886247279888,2,0.0150143928838218,0.172630578498048,NA,0.266666666666667,0.266666666666667
"202","O60488; O95573","15cm vs 50cm",0.0455851035380336,0.0383416182460456,1.18891965502095,0,NA,NA,NA,0.4,0
"203","O60493","15cm vs 50cm",-0.210463312263835,0.0596808096244944,-3.52648219064133,2,0.0718522730929656,0.238692848138836,NA,0.2,0.2
"204","O60506","15cm vs 50cm",-0.631679001968274,0.182691633960128,-3.45762413021132,2,0.0744278075432643,0.24041122207439,NA,0.3,0.3
"205","O60547","15cm vs 50cm",0.692604765046647,0.160744683035619,4.30872581268008,1,0.145181006924952,0.311844971519288,NA,0.2,0
"206","O60563","15cm vs 50cm",0.92127773477054,0.205108070937401,4.49166983317644,0,NA,NA,NA,0.4,0
"207","O60568","15cm vs 50cm",-0.13396519462143,0.1016951616035,-1.31732122265312,2,0.318404211784438,0.469070931948101,NA,0,0
"208","O60610","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"209","O60664","15cm vs 50cm",-0.0409580182728749,0.114258787013405,-0.358467119627916,2,0.75429576957575,0.82426519620614,NA,0.16,0.16
"210","O60701","15cm vs 50cm",0.473207602384296,0.110430766284676,4.28510657224301,2,0.0503798187011903,0.219361770378638,NA,0.275,0.275
"211","O60711","15cm vs 50cm",1.13131054625123,0.255097438883434,4.43481734353349,2,0.0472690282137993,0.216197699111187,NA,0,0
"212","O60716","15cm vs 50cm",-0.214454580207789,0.258981889909868,-0.828067863287368,2,0.49471375852721,0.619496491853808,NA,0.260869565217391,0.260869565217391
"213","O60749","15cm vs 50cm",0.342183769950272,0.186162463273565,1.83809219073039,2,0.207437798245952,0.367899410274339,NA,0.2,0.2
"214","O60762","15cm vs 50cm",-0.188747342601589,0.104414059967449,-1.80768128986106,2,0.212390644671416,0.374484892634738,NA,0.4,0.4
"215","O60763","15cm vs 50cm",-0.135241379453154,0.137227412726302,-0.985527430462384,2,0.428260663953594,0.565195911552071,NA,0.171428571428571,0.171428571428571
"216","O60783","15cm vs 50cm",-1.40237899616565,0.149588429382282,-9.37491624156163,0,NA,NA,NA,0.4,0
"217","O60828","15cm vs 50cm",-0.435395119920081,0.154132883704252,-2.82480356855912,1,0.216603502309858,0.379430731563541,NA,0.2,0
"218","O60832","15cm vs 50cm",-0.452552208046892,0.344335784542956,-1.31427585618955,2,0.319249247332371,0.469096734152465,NA,0.333333333333333,0.333333333333333
"219","O60841","15cm vs 50cm",0.403837411748658,0.0482390434234693,8.37158830459275,2,0.0139703879456015,0.170638010286661,NA,0.261538461538461,0.261538461538462
"220","O60869","15cm vs 50cm",-0.0211088031944643,0.39728034746061,-0.053133268054638,2,0.962455594824672,0.980087712513595,NA,0.266666666666667,0.266666666666667
"221","O60884","15cm vs 50cm",0.316987655568279,0.235867586113517,1.34392207420871,2,0.311137607272815,0.46434264377268,NA,0.166666666666667,0.166666666666667
"222","O60907; Q9BZK7","15cm vs 50cm",-0.903708268562168,0.0905869375295747,-9.97614328519636,0,NA,NA,NA,0.4,0
"223","O60925","15cm vs 50cm",-0.815346054557686,0.303589497437162,-2.6856859721455,1,0.226917006078405,0.388086652407111,NA,0.2,0
"224","O75083","15cm vs 50cm",0.4057841501382,0.0686424277768344,5.9115646587772,2,0.0274426416761666,0.188673511394405,NA,0.344444444444444,0.344444444444444
"225","O75131","15cm vs 50cm",-0.736181113376937,0.119977762426946,-6.13597968894605,2,0.0255468446459792,0.188083161137146,NA,0.12,0.12
"226","O75146","15cm vs 50cm",-0.0468380127674916,0.0780140025573906,-0.600379563053895,1,0.655780615988368,0.749886615071495,NA,0.4,0
"227","O75157","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"228","O75179","15cm vs 50cm",0.0459483596294016,0.271640813674904,0.169151163287237,1,0.893324777770226,0.935609912012107,NA,0.2,0
"229","O75190","15cm vs 50cm",-0.620142593767283,0.219423717941475,-2.8262331874838,2,0.105711695032209,0.268968194495149,NA,0,0
"230","O75208","15cm vs 50cm",0.116521289260364,0.0712561501015544,1.63524536610942,2,0.243624766887793,0.403796977263476,NA,0.2,0.2
"231","O75223","15cm vs 50cm",-0.930771350696759,0.0779806572150185,-11.9359259582837,1,0.0532121676556105,0.220705415123511,NA,0.4,0.2
"232","O75306","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"233","O75312","15cm vs 50cm",-0.28708440004707,0.371192792549337,-0.773410491285096,2,0.520181712675784,0.636677832002208,NA,0.2,0.2
"234","O75340","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"235","O75347","15cm vs 50cm",-0.349023207623183,0.228363574591231,-1.52836637037203,2,0.26601420338101,0.419838206028617,NA,0.175,0.175
"236","O75348","15cm vs 50cm",0.172145967528673,0.219808717088,0.783162605238058,2,0.515544735297524,0.632983396608482,NA,0.2,0.2
"237","O75351","15cm vs 50cm",0.181362417522835,0.572090496767489,0.317017007881788,2,0.781263508358594,0.846245026401728,NA,0.266666666666667,0.266666666666667
"238","O75351; Q9UN37","15cm vs 50cm",-1.05274763005433,0.0233354405070005,-45.1136814725442,1,0.0141091464143548,0.170638010286661,NA,0.2,0
"239","O75355","15cm vs 50cm",-0.963308331992637,0.187202550737533,-5.1458077264302,1,0.122193170419193,0.285034017794617,NA,0.4,0
"240","O75363","15cm vs 50cm",-0.0245616685505081,0.0407404693914747,-0.602881334392477,1,0.654611214480417,0.748925179618911,NA,0.2,0
"241","O75367","15cm vs 50cm",0.257816446821835,0.0859652899974232,2.99907610187278,2,0.095516633736938,0.257612317498795,NA,0.254545454545455,0.254545454545455
"242","O75368","15cm vs 50cm",-0.640237694254933,0.4592468343065,-1.39410366371223,0,NA,NA,NA,0.4,0
"243","O75369","15cm vs 50cm",-0.253221049768364,0.168963792971389,-1.49867048623394,2,0.272696825150372,0.423926374159412,NA,0.216806722689076,0.216806722689076
"244","O75369; Q14315","15cm vs 50cm",-0.17985286484829,0.0838095071199661,-2.14597211019087,2,0.165010125546026,0.329297789946929,NA,0.15,0.15
"245","O75380","15cm vs 50cm",-0.0142850929209105,0.581009667195616,-0.0245866699427928,2,0.982617225748796,0.992635043209888,NA,0.2,0.2
"246","O75381","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"247","O75390","15cm vs 50cm",-0.769421810404721,0.10283928534406,-7.48178877197112,2,0.0173995426022762,0.172630578498048,NA,0.4,0.4
"248","O75394","15cm vs 50cm",-1.16184753281071,0.0738013111662073,-15.7429118053759,1,0.040384245333839,0.206577774645299,NA,0.2,0
"249","O75400","15cm vs 50cm",0.256606221756369,0.611173636148721,0.419858132908611,2,0.715393313106251,0.796084648715403,NA,0.32,0.32
"250","O75431","15cm vs 50cm",-0.268084433921391,0.454749773106698,-0.589520764551301,2,0.61523718490838,0.712824374380375,NA,0.4,0.4
"251","O75436","15cm vs 50cm",0.555527027233342,0.296572187314157,1.87315955776014,2,0.201914981879069,0.362619577385657,NA,0.3,0.3
"252","O75439","15cm vs 50cm",-0.3101376358615,0.20953551378624,-1.48011967163662,2,0.276979295426028,0.427666540837343,NA,0.25,0.25
"253","O75477","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"254","O75477; O94905","15cm vs 50cm",-0.377518909814259,0.271171262843825,-1.39217889777533,1,0.396551445836635,0.539546713469666,NA,0.2,0
"255","O75489","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"256","O75521","15cm vs 50cm",-0.318372436259659,0.0858651696658155,-3.70781817003045,1,0.167706375925462,0.332929295064572,NA,0.2,0
"257","O75533","15cm vs 50cm",1.1823305755371,0.182855566447271,6.46592607766221,1,0.0976837144277003,0.259867022380032,NA,0.2,0
"258","O75534","15cm vs 50cm",-0.387412255447593,0.0962590073760458,-4.02468575157986,2,0.0565497421266747,0.226708684394322,NA,0.216666666666667,0.216666666666667
"259","O75569","15cm vs 50cm",-0.646316801171966,0.124338616892643,-5.19803756326172,2,0.0350745886785353,0.20127715515867,NA,0.25,0.25
"260","O75608","15cm vs 50cm",-0.881319945984174,0.327302506286144,-2.69267704663917,1,0.226376332425561,0.388086652407111,NA,0.4,0.2
"261","O75663","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"262","O75683","15cm vs 50cm",1.47569807646724,0.0926213842203283,15.9325849952409,1,0.0399047474854703,0.206079415448652,NA,0.3,0.1
"263","O75695","15cm vs 50cm",0.953550695307434,0.27097517209006,3.51895964472537,2,0.0721273279686425,0.238692848138836,NA,0.2,0.2
"264","O75746; Q9UJS0","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"265","O75817","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"266","O75821","15cm vs 50cm",-0.745429194031987,0.11833925133891,-6.29908661410376,2,0.0242881474959671,0.187337485479439,NA,0.225,0.225
"267","O75822","15cm vs 50cm",-0.565218897150377,0.268032881949161,-2.10876700291416,2,0.169474084492412,0.333245417220196,NA,0.2,0.2
"268","O75828","15cm vs 50cm",-0.162680539351059,0.144605789618906,-1.12499326465273,2,0.377459265184754,0.520405121207535,NA,0.2,0.2
"269","O75828; P16152","15cm vs 50cm",-0.0988353481240741,0.0937495629903901,-1.05424862763579,2,0.402328816128706,0.544158677719478,NA,0.2,0.2
"270","O75830; P50452; P30740; P50453","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"271","O75832","15cm vs 50cm",-0.135363592540483,0.0494281635284793,-2.73859239100579,2,0.111478076532582,0.275836987645509,NA,0.233333333333333,0.233333333333333
"272","O75844","15cm vs 50cm",1.4235850565574,0.427670554863177,3.32869551192936,0,NA,NA,NA,0.4,0
"273","O75874","15cm vs 50cm",0.383714857001471,0.0857525021759739,4.47467825736495,2,0.0464881743184025,0.214901722660526,NA,0.258823529411765,0.258823529411765
"274","O75886","15cm vs 50cm",-0.416720090664384,0.153004091184177,-2.723587895194,0,NA,NA,NA,0.4,0
"275","O75886; Q92783","15cm vs 50cm",-0.347687293693003,0.241570751276331,-1.43927727945543,0,NA,NA,NA,0.4,0
"276","O75914; Q13177","15cm vs 50cm",-0.680218062402908,0.28673319529557,-2.3723031499779,1,0.253966058366732,0.412830704006978,NA,0.2,0
"277","O75935","15cm vs 50cm",1.51838183420656,0.438082852074348,3.46596956949337,1,0.178820945403051,0.34304119071848,NA,0.2,0
"278","O75937","15cm vs 50cm",-1.03571970370758,0.47061931535548,-2.20075902096211,1,0.271516780158802,0.422993679727564,NA,0.4,0
"279","O75940","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"280","O75947","15cm vs 50cm",-0.467879450835049,0.237512577603993,-1.96991441697521,2,0.187659862537697,0.348642683556106,NA,0.142857142857143,0.142857142857143
"281","O75956; O14519","15cm vs 50cm",0.0183460650394416,0.0208848925092931,0.878437130154161,0,NA,NA,NA,0.4,0
"282","O75964","15cm vs 50cm",-0.361838728117506,0.195600760723529,-1.8498840535132,2,0.205558526748563,0.365704826276327,NA,0.133333333333333,0.133333333333333
"283","O75976","15cm vs 50cm",-0.388198389498162,0.350670850023701,-1.10701642144457,1,0.467693523262332,0.597128033341656,NA,0.2,0
"284","O76003","15cm vs 50cm",0.133639455795039,0.0455838815011253,2.93172611445429,2,0.0993157967666425,0.261363395878959,NA,0.266666666666667,0.266666666666667
"285","O76009; Q15323; Q14525; O76011; Q6A162; P13646; A0A140TA62; P35900; Q9C075","15cm vs 50cm",-0.448480862176611,0.113624404099523,-3.94704698986838,2,0.0586026077607,0.227713479076978,NA,0,0
"286","O76021","15cm vs 50cm",-0.249267470997007,0.209845385717053,-1.18786253100227,2,0.356832313861712,0.502608679413375,NA,0.246153846153846,0.246153846153846
"287","O76031","15cm vs 50cm",-0.338922583398188,0.0705655230951127,-4.80294864308406,2,0.0407200542146249,0.206577774645299,NA,0.314285714285714,0.314285714285714
"288","O76054","15cm vs 50cm",-1.65647021652162,0.415211580789342,-3.98946053810102,2,0.057467950502003,0.227713479076978,NA,0.2,0.2
"289","O76070","15cm vs 50cm",-0.299060751761255,0.135495613962624,-2.20716186314156,2,0.158011031117903,0.325134395362012,NA,0.3,0.3
"290","O76071","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"291","O76094","15cm vs 50cm",-0.954227371791438,0.164751768968552,-5.79190971827187,2,0.0285396435741576,0.188673511394405,NA,0.22,0.22
"292","O94760","15cm vs 50cm",-0.516878930446779,0.203872165129194,-2.53530897716828,1,0.239174734502789,0.39844972217241,NA,0.3,0.1
"293","O94804","15cm vs 50cm",0.216740074746502,0.145627058990178,1.48832281754121,2,0.275075210625845,0.426404595318739,NA,0,0
"294","O94808; Q06210","15cm vs 50cm",-0.442055729127528,0.178956619520543,-2.47018372559716,2,0.132162739921835,0.295770162561076,NA,0.1,0.1
"295","O94826","15cm vs 50cm",-0.332527267578173,0.14137174889646,-2.35214793743348,2,0.142977581889031,0.308858681635168,NA,0.2,0.2
"296","O94855","15cm vs 50cm",0.269465730114959,0.0219408072635573,12.281486586983,1,0.0517216265376037,0.219913408356714,NA,0.4,0.2
"297","O94874","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"298","O94875","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"299","O94900; O15405; O94842","15cm vs 50cm",0.265563830353224,0.172443870188156,1.54000156725469,2,0.263452576940012,0.418013744371168,NA,0,0
"300","O94903","15cm vs 50cm",-1.5718097660478,0.340357380781033,-4.61811570661667,2,0.0438292957021238,0.208968545826653,NA,0,0
"301","O94905","15cm vs 50cm",-0.204802024576174,0.117785473651611,-1.73877149895363,1,0.332266806825638,0.479566847850303,NA,0.3,0.1
"302","O94906","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"303","O94925","15cm vs 50cm",-0.200614775837232,0.0652279310236463,-3.07559618539036,2,0.0914466740650901,0.254776247181345,NA,0.15,0.15
"304","O94979","15cm vs 50cm",0.0273795560978543,0.17151324545251,0.159635228320808,2,0.88783318375918,0.930285896913641,NA,0.125,0.125
"305","O94992","15cm vs 50cm",1.10996930070824,0.344320939646377,3.22364739666487,1,0.191492095182746,0.351791459628139,NA,0.2,0
"306","O95163","15cm vs 50cm",-0.65177915877119,0.24309907822667,-2.68112558684184,1,0.227271030104125,0.388086652407111,NA,0.2,0
"307","O95171","15cm vs 50cm",0.0655823070610992,0.0522091252750359,1.25614644404812,2,0.335911532830755,0.482079586474365,NA,0.2,0.2
"308","O95182","15cm vs 50cm",-0.303725072299442,0.21481614958054,-1.41388379268742,2,0.292975675654643,0.446019749376707,NA,0,0
"309","O95202","15cm vs 50cm",-0.371335569065891,0.167813639375278,-2.21278538769713,2,0.157388330204406,0.324311034842533,NA,0.266666666666667,0.266666666666667
"310","O95208","15cm vs 50cm",-1.00267508729884,0.0742087899064499,-13.5115407293779,1,0.047030994303445,0.216197699111187,NA,0.2,0
"311","O95218","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"312","O95219","15cm vs 50cm",-0.784575050986717,0.198946443730793,-3.9436495384073,1,0.158096832585929,0.325134395362012,NA,0.2,0
"313","O95232","15cm vs 50cm",-0.0309338628140756,0.372772039442975,-0.082983323696432,2,0.94142268667591,0.967313932792786,NA,0.133333333333333,0.133333333333333
"314","O95273","15cm vs 50cm",-0.664833370814029,0.0828546693326722,-8.02409056929112,0,NA,NA,NA,0.4,0
"315","O95292","15cm vs 50cm",-0.181191413963173,0.29687703214632,-0.610324795600458,2,0.603760070856087,0.702704581423853,NA,0.2,0.2
"316","O95299","15cm vs 50cm",-0.549391978900801,0.340640764192392,-1.61281924141794,0,NA,NA,NA,0.4,0
"317","O95319","15cm vs 50cm",-2.13205189143232,0.219200578541476,-9.72648843182183,0,NA,NA,NA,0.4,0
"318","O95336","15cm vs 50cm",-0.199795062413629,0.0707919753944334,-2.82228404138217,2,0.105962346511907,0.268968194495149,NA,0.28,0.28
"319","O95347","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"320","O95359","15cm vs 50cm",-0.301802455875856,0.10463766908781,-2.88426203017373,1,0.212465540226729,0.374484892634738,NA,0.4,0.2
"321","O95361","15cm vs 50cm",0.396225668575908,0.19629156087869,2.0185568182464,2,0.181001418232136,0.343607542726754,NA,0.333333333333333,0.333333333333333
"322","O95372","15cm vs 50cm",-0.995842219635564,0.182016149534468,-5.47117506980874,2,0.0318211167055407,0.194947110139589,NA,0.4,0.4
"323","O95373","15cm vs 50cm",-0.250278030740845,0.381385563045726,-0.656233625473753,2,0.579081581575337,0.682821132599844,NA,0.2,0.2
"324","O95376","15cm vs 50cm",-0.403214350745165,0.0367028061785735,-10.985927037387,1,0.0577894055120982,0.227713479076978,NA,0.2,0
"325","O95394","15cm vs 50cm",-1.1017911564828,0.145722511057685,-7.56088505808583,1,0.0837132424555982,0.246807864885263,NA,0.2,0
"326","O95399","15cm vs 50cm",6.04002260812282,0.0355834835562334,169.742307511226,1,0.00375046396360901,0.122104391043785,NA,0.2,0
"327","O95425","15cm vs 50cm",-0.692764989451386,0.257139137277892,-2.69412504368291,1,0.226264655917137,0.388086652407111,NA,0.3,0.1
"328","O95433","15cm vs 50cm",-0.124348231087504,0.260689467012498,-0.476997527029131,2,0.680401542885702,0.769928061686452,NA,0.32,0.32
"329","O95453","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"330","O95487","15cm vs 50cm",-0.526538582025353,0.0591263033955004,-8.90531881391765,1,0.0711893657176397,0.237541090000733,NA,0.2,0
"331","O95562","15cm vs 50cm",-0.441446964282079,0.652953852107553,-0.67607682052447,0,NA,NA,NA,0.4,0
"332","O95571","15cm vs 50cm",-0.123897295836808,0.226326357203563,-0.547427605726768,2,0.639011576336555,0.735508779025763,NA,0.28,0.28
"333","O95678; P05787","15cm vs 50cm",3.20225113049051,2.69775070232166,1.18700780162329,2,0.357103786858436,0.502680376930436,NA,0,0
"334","O95707","15cm vs 50cm",-0.819657691511191,0.274066867331412,-2.99072156912726,1,0.205425096556753,0.365704826276327,NA,0.2,0
"335","O95721","15cm vs 50cm",-0.0418372252359767,0.344788762305852,-0.121341614953402,2,0.914512618707744,0.948273176613135,NA,0.1,0.1
"336","O95747","15cm vs 50cm",0.305341908287209,0.0512486504674397,5.95804778276465,2,0.0270332501777126,0.188673511394405,NA,0.266666666666667,0.266666666666667
"337","O95757","15cm vs 50cm",0.0939763150555646,0.198321326578241,0.473858846534538,2,0.682291621605954,0.771300895654747,NA,0.277777777777778,0.277777777777778
"338","O95757; P34932; Q92598","15cm vs 50cm",-0.310282637199914,0.197414774437779,-1.57172956321822,2,0.256625183141341,0.413766863140022,NA,0.3,0.3
"339","O95758","15cm vs 50cm",-0.729782116870219,0.329800597376474,-2.21279804425932,1,0.270211075792665,0.422947144046348,NA,0.2,0
"340","O95777","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"341","O95782","15cm vs 50cm",-0.756812532135173,0.180608055059353,-4.19035868520074,0,NA,NA,NA,0.4,0
"342","O95782; O94973","15cm vs 50cm",0.342155452395882,0.421141402925912,0.812447909463975,2,0.501862930154627,0.624315293571176,NA,0.3,0.3
"343","O95793","15cm vs 50cm",-0.645650604501721,0.254798504549065,-2.53396543925709,2,0.126788699430005,0.289660726722708,NA,0.366666666666667,0.366666666666667
"344","O95793; Q9NUL3","15cm vs 50cm",-0.980221440591659,0.468513171812298,-2.09219612076215,2,0.171515299307974,0.335522203538948,NA,0.3,0.3
"345","O95810","15cm vs 50cm",0.234653768339819,0.145319069140851,1.61474863365922,2,0.247725489107598,0.407629162221094,NA,0.28,0.28
"346","O95817","15cm vs 50cm",0.0382344932074711,0.100111804062403,0.38191793231134,2,0.739283074560011,0.813925665179838,NA,0.272727272727273,0.272727272727273
"347","O95819","15cm vs 50cm",0.869169545801102,0.239122687744246,3.63482676612737,2,0.0680533536412358,0.234521742664048,NA,0.266666666666667,0.266666666666667
"348","O95819; Q8N4C8; Q9UKE5","15cm vs 50cm",0.340781660784562,0.2653399594952,1.28432091959646,2,0.327707836067521,0.475698190062344,NA,0,0
